120,SA-20;  S-300,"The sa-20a digitally links to the iads, including ad aircraft, and other sam units in the iads net. Forward observers are deployed throughout the coverage area. Each brigade also has an 85v6e/orion elint. For osnova-1e iads c2 vehicle and 83m6e automated c2 system.The “big missile” could be replaced with 4 n6m/4 n6e2. The 30n6e1 may not be able to use the full 200 km missile range against some smaller aerial targets; but it can against larger targets. The phased-array radars feature low detection, and high jam resistance.",group/ enhaada,individual/ enwheelhvyada ,photo/sa20, S-300PMU1 SAM, null, null, 2, 60, 800, 42
121,SA-21;  S-400,"The sa-21a digitally links to the iads, and shares data with other units in the net. For discussion of osnova-1e iads c2 vehicle, baikal-1e, rubezh-2m, 83m6e2 automated c2 system , and other assets. Forward observers are deployed throughout the coverage area. Each brigade also has an 85v6e/orion elint. An iads digitally interfaces the nebo-svu counter-stealth radar system, protivnik, and 96l6e, to overlay detections. A recent counter-stealth radar system is the nebo-m mobile multi-band system, with three vehicles. Rlm-d has l-band radar. Rlm-s has x-band. Rlm-m has a vhf radar, similar to nebo-svu. The system is specifically designed against stealth aircraft and f-35. A recent russian contract calls for 100 systems to replace nebo-svu in sa-20b/s-400 units, and will be included in sa-23/s-300v4 units.",group/ enhaada,individual/ enwheelhvyada,photo/sa21, S-400 SAM, null, null, 2, 60, 800, 42
122,SA-3;  S-125 Neva,"The sa-3/goa is a two-stage, low- to medium-altitude sam. Two ready missiles travel in tandem on a modified truck or tracked vehicle from which the crew loads the missiles onto a ground-mounted, trainable launcher for firing. It is principally a point/small area defense weapon. Sa-3 is not mobile. It is movable, with considerable displacement time. Pechora-2m (above) is a highly mobile system, is picking up sales.",group/ enhaada,individual/ enhvyada,photo/sa3, 5V27DE SAM, null, null,,,,
123,SA-4;  Krug-M1,"A variety of more modern automated control complexes, such as polyana, can be used to upgrade the System and process data more rapidly. Batteries may use a mix of sa-4a and sa-b missiles to maximize Range, altitude, and guidance modes available, while reducing dead space.",group/ enhaada,individual/ ensphvyada ,photo/sa4, 9M8M2 SAM, null, null, 15, 45, 450, 28
124,SA-5;  S-200V,"The sa-5/gammon is a long-range, strategic semi-active guided missile system for targeting mediumto- high altitude high-speed aircraft. The missile has a long cylindrical body with a conical nose, four long chord cruciform delta wings, four small cruciform rectangular control surfaces at the extreme rear, and four jettisonable, wraparound solid-fuel boosters with canted nozzles. It uses a liquid propellant, dual thrust rocket engine, and the missile travels about 2 km before booster separation. The sustainer has four cropped delta wings and steerable rear fins. Control is assisted by ailerons. There are reports that the square pair can be linked with and (perhaps) slaved to s-300p series target acquisition radar, to engage targets tracked by that radar. Thus an sa-10 or sa-20 unit could integrate launches with the sa-5b to engage targets beyond their own 200 km range (with limited threat from atmospheric systems), and could protect the sa-5 launchers with their ballistic missile capabilities. Sa-10/20 phased array radars greatly reduce detectable rf signal. Iran claims to have upgraded its systems with better radars and digital c2. ",group/ enhaada,individual/ enhvyada ,photo/sa5, S-200D SAM, null, null,,,,
125,SA-6;  2K12 Kub,"Many early sa-6/kub/kvardrat systems were produced and exported. By the 1970s, the soviets fielded kub-m1, m2, and m3 versions, and upgraded older systems with improved fc (1s91m1), reduced signature, and improved 2p25m2 launcher with and tv/eo sights. Upgrade missile ranges rose from 20 km up to 25",group/ enhaada,individual/ ensphvyada ,photo/sa6, 3M9M3 SAM, null, null, 15, 45, 250, 14
126,SA-7;  Strela-2,"This missile is a tail-chasing heat (ir) seeker that depends on its ability to lock on to heat sources of usually low-flying fixed- and rotary-wing aircraft. When launched toward a receding aircraft, the manpads can be used to scan the direction and lock on without the target being visually acquired in the sights. An identification friend or foe (iff) system can be fitted to the gunner/operator’s helmet. Further, a supplementary early warning system consisting of a passive rf antenna and headphones can be used to provide early cue about the approach and rough direction of an enemy aircraft. The gunner may have an optional 1l15-1 portable electronic plotting board, which warns of location and direction of approaching target(s) with a display range of up to 12.5 km. A variety of night sights are available, including 1 gen ii (2,000-3,500), 2 gen ii (4,500), and thermal sight (5,000-6,000). British ring sights permit ii night sight to be mounted to any manpads.",group/ enlaada,individual/ enltada ,photo/sa7, 9K32M SAM, null, null,,,,
127,SA-8;  Osa-AKM,This is one of the longest-range fielded amphibious systems in the world. This system is also airtransportable and cross-country capable. One transloader vehicle (carrying 18 missiles boxed in sets of three) supports two telars.,group/ enlaada,individual/ enwheelltada,photo/sa8,9P35M2, null, null, 2, 60, 250, 9
128,SA-9;  Strela-1M,"Generally, the system would be expected to have the flat box-a but not the gun dish radar in the platoon. The insensitive missile seeker was difficult to lock on target and was fairly easily countermeasured from any aspect except the tail aspect. System can use the sborka ppru-m1 upgrade acv. However, the above system matches the lower tier technology and earlier fielding of sa-9.",group/ enlaada,individual/ enwheelltada ,photo/sa9, 9M31 SAM, null, null, 14, 100, 750, 7
129,ZSU-23-4; Shilka,"Ammunition is normally loaded with a ratio of three he rounds to one ap round. Zsu 23-4 is capable of acquiring, tracking and engaging low-flying aircraft (as well as mobile ground targets while either in place or on the move). Resupply vehicles carry an estimated additional 3,000 rounds for each of the four zsus in a typical battery.",group/ enlaada,individual/ enspaag ,photo/zsu234,null, 23mm  quad auto-cannon, null,10,50,450,20
130,ZSU-57-2; 57mm,"The zsu-57-2 can be employed in a ground support role. No nbc system and no amphibious capability. Fuel drums can be fitted on rear of hull. The gun has auto-traverse with manual backup. Absence of a tracking radar, a night vision device, and an enclosed turret makes this a daylight, fair weather weapon system only. Off-carriage radars, such as the son-9/son-9a (nato fire can), rpk- 1/flap wheel, or type 311 can be used the gun is linked to the battery net which receives analog voice radio alerts for approaching aircraft, including direction, altitude, and direction. Guns and battery/ battalion have air watches and forward observers. ",group/ enlaada,individual/ enspaag ,photo/zsu572,null, 57mm  twin auto-cannon, null,13,50,400,28
131,5PFZ-B2L; Gepard,"Links to integrated air defense system (iads) for early warning and target acquisition data from radars: giraffe amb at separate brigade and division, long track or similar ew/ta radar echelons above division, and radars in sam units, e.G., sa-10.",group/ frada,individual/ frspaag ,photo/gepard,null, 35mm  twin auto-cannon, null,40,65,550,46
132,FIM-92C; Stinger,"Stinger-passive optical seeker technique (post) / fim-92b: limited production upgrade in 1983 added an ir/uv seeker with improved scan technique improved flare cm resistance. Seeker adds target adaptive guidance (tag), which shifts impact point from the exhaust plume to a more critical area of the target. Max range increases to 4,800 m, and max altitude increases to 3,800 m. Stinger-reprogrammable micro-processor: (rmp) / fim-92c: production began in 1989. The upgrade permits uploading new ccm software. Export version lacks reprogram capability but uses an embedded ircm program. The manpads has been adapted for launch from apc or ifv chassis. It has also been adapted for light utility vehicles and combat support vehicles, such as the german wiesel-based fliegerfaust-2 (flf-2). A variety of air defense launcher systems can use stinger, mistral, or other manpads.",group/ frada,individual/ frltada,photo/stinger, FIM-92C SAM, null, null,,,,
133,2S6; Tunguska-M,"Main operating mode is radar mode, with day/night capability. Other modes offer reduced radar signature. Thermal sight listed is optional, representing a rational upgrade to existing 2s6m and is standard on 2s6m1system. Upgrade 9m311-1m missile has a pulse coded xenon beacon for resistance to ircm, a new rf proximity fuze, improved kinetics for a 10 km range to all targets, and operating altitudes of 0 - 6000 m with high precision and high ph.",group/ enmaada,individual/ enspmedada ,photo/2s6, 9M311M SAM, 30mm twin auto-cannon, null, 10, 65, 500, 34
134,BTR-ZD,"Vehicle mount arrangements can be executed in the field. Similar ad hoc mounting of ad gun, machinegun, rocket, or grenade launchers is used by paramilitary forces with commercial or military trucks, pick-up trucks, cars or utility vehicles to create ""Technicals"". When the gun is mounted on the vehicle, it can tow a trailer with additional ammo and supplies. The gun can also be used in a ground support role, including use for high-angle fire in urban and defilade environments.",group/ enlaada,individual/ enspmedada ,photo/btrzd, 9K310 SAM, 23mm  dual auto-cannon, null, 33, 100, 800, 21
135,Mistral,"The mistral portable launcher employs tripod, seat, and single launcher stand. Original mistral 1 Missile was more vulnerable to ir countermeasures.",group/frada,individual/frltada,photo/mistral,Mistral,null, null,,,,
